starttime	seconds	ctime	dtime	ttime	wait
Thu Oct 29 17:24:43 2020	1603952683	22	746	767	745
Thu Oct 29 17:26:09 2020	1603952769	39	728	768	728
Thu Oct 29 17:25:07 2020	1603952707	22	746	768	745
Thu Oct 29 17:25:42 2020	1603952742	26	741	768	741
Thu Oct 29 17:25:47 2020	1603952747	32	736	768	735
Thu Oct 29 17:24:43 2020	1603952683	23	745	768	745
Thu Oct 29 17:24:58 2020	1603952698	40	729	769	729
Thu Oct 29 17:25:01 2020	1603952701	26	743	769	743
Thu Oct 29 17:25:19 2020	1603952719	25	745	769	745
Thu Oct 29 17:25:54 2020	1603952754	46	723	770	723
Thu Oct 29 17:26:05 2020	1603952765	49	721	770	720
Thu Oct 29 17:25:36 2020	1603952736	20	750	770	750
Thu Oct 29 17:24:42 2020	1603952682	22	748	770	748
Thu Oct 29 17:24:52 2020	1603952692	22	748	770	748
Thu Oct 29 17:24:33 2020	1603952673	24	746	770	746
Thu Oct 29 17:24:29 2020	1603952669	28	743	771	742
Thu Oct 29 17:25:33 2020	1603952733	42	729	771	729
Thu Oct 29 17:25:50 2020	1603952750	27	744	771	744
Thu Oct 29 17:25:14 2020	1603952714	23	748	771	747
Thu Oct 29 17:24:59 2020	1603952699	26	745	772	745
Thu Oct 29 17:24:50 2020	1603952690	24	748	772	748
Thu Oct 29 17:24:57 2020	1603952697	25	747	772	747
Thu Oct 29 17:25:23 2020	1603952723	42	730	772	730
Thu Oct 29 17:25:49 2020	1603952749	20	753	773	752
Thu Oct 29 17:25:03 2020	1603952703	22	751	773	751
Thu Oct 29 17:25:51 2020	1603952751	25	749	773	748
Thu Oct 29 17:25:32 2020	1603952732	22	752	774	752
Thu Oct 29 17:24:35 2020	1603952675	27	747	774	747
Thu Oct 29 17:25:59 2020	1603952759	38	736	774	736
Thu Oct 29 17:24:36 2020	1603952676	43	731	774	731
Thu Oct 29 17:24:40 2020	1603952680	24	750	774	750
Thu Oct 29 17:25:34 2020	1603952734	23	751	775	751
Thu Oct 29 17:25:50 2020	1603952750	22	753	775	753
Thu Oct 29 17:26:00 2020	1603952760	22	754	775	754
Thu Oct 29 17:25:33 2020	1603952733	41	735	776	735
Thu Oct 29 17:24:34 2020	1603952674	26	751	776	750
Thu Oct 29 17:25:23 2020	1603952723	27	750	777	749
Thu Oct 29 17:25:46 2020	1603952746	23	754	777	754
Thu Oct 29 17:25:43 2020	1603952743	43	734	777	734
Thu Oct 29 17:25:00 2020	1603952700	26	751	777	751
Thu Oct 29 17:25:04 2020	1603952704	44	733	777	732
Thu Oct 29 17:26:05 2020	1603952765	42	735	777	735
Thu Oct 29 17:25:01 2020	1603952701	22	756	778	755
Thu Oct 29 17:25:42 2020	1603952742	32	747	779	747
Thu Oct 29 17:24:42 2020	1603952682	27	752	779	752
Thu Oct 29 17:25:16 2020	1603952716	42	736	779	736
Thu Oct 29 17:25:51 2020	1603952751	25	754	779	754
Thu Oct 29 17:25:17 2020	1603952717	47	733	780	733
Thu Oct 29 17:24:34 2020	1603952674	21	759	780	759
Thu Oct 29 17:25:38 2020	1603952738	40	741	781	741
Thu Oct 29 17:24:35 2020	1603952675	30	754	784	754
Thu Oct 29 17:24:35 2020	1603952675	45	740	784	740
Thu Oct 29 17:25:59 2020	1603952759	39	745	784	745
Thu Oct 29 17:26:05 2020	1603952765	43	743	785	742
Thu Oct 29 17:26:04 2020	1603952764	21	766	787	766
Thu Oct 29 17:25:34 2020	1603952734	22	766	788	766
Thu Oct 29 17:25:19 2020	1603952719	49	740	789	740
Thu Oct 29 17:25:21 2020	1603952721	28	763	790	763
Thu Oct 29 17:24:33 2020	1603952673	29	763	792	763
Thu Oct 29 17:25:02 2020	1603952702	26	767	792	766
Thu Oct 29 17:24:38 2020	1603952678	24	769	793	769
Thu Oct 29 17:24:34 2020	1603952674	24	770	794	770
Thu Oct 29 17:25:18 2020	1603952718	52	743	795	743
Thu Oct 29 17:24:35 2020	1603952675	21	775	796	775
Thu Oct 29 17:24:53 2020	1603952693	42	754	796	754
Thu Oct 29 17:24:40 2020	1603952680	21	776	797	776
Thu Oct 29 17:24:47 2020	1603952687	40	759	799	759
Thu Oct 29 17:24:40 2020	1603952680	24	778	802	778
Thu Oct 29 17:24:36 2020	1603952676	25	778	803	778
Thu Oct 29 17:24:31 2020	1603952671	46	759	804	758
Thu Oct 29 17:25:15 2020	1603952715	65	740	805	740
Thu Oct 29 17:25:43 2020	1603952743	45	761	806	761
Thu Oct 29 17:24:31 2020	1603952671	44	762	806	762
Thu Oct 29 17:25:45 2020	1603952745	21	785	806	785
Thu Oct 29 17:24:33 2020	1603952673	20	786	806	786
Thu Oct 29 17:25:19 2020	1603952719	71	738	809	737
Thu Oct 29 17:26:07 2020	1603952767	22	790	811	789
Thu Oct 29 17:25:41 2020	1603952741	22	790	812	789
Thu Oct 29 17:24:32 2020	1603952672	24	790	814	790
Thu Oct 29 17:25:53 2020	1603952753	40	774	815	774
Thu Oct 29 17:25:02 2020	1603952702	21	799	820	799
Thu Oct 29 17:25:18 2020	1603952718	59	763	822	763
Thu Oct 29 17:24:29 2020	1603952669	28	794	822	794
Thu Oct 29 17:24:44 2020	1603952684	26	801	827	801
Thu Oct 29 17:25:25 2020	1603952725	123	717	839	717
Thu Oct 29 17:25:03 2020	1603952703	21	827	848	827
Thu Oct 29 17:25:09 2020	1603952709	43	812	855	811
Thu Oct 29 17:24:32 2020	1603952672	23	832	855	832
Thu Oct 29 17:25:48 2020	1603952748	22	834	856	834
Thu Oct 29 17:25:51 2020	1603952751	25	832	857	832
Thu Oct 29 17:25:42 2020	1603952742	22	836	859	836
Thu Oct 29 17:25:39 2020	1603952739	20	843	864	843
Thu Oct 29 17:24:56 2020	1603952696	23	850	873	850
Thu Oct 29 17:25:15 2020	1603952715	44	847	891	847
Thu Oct 29 17:25:09 2020	1603952709	39	854	894	854
Thu Oct 29 17:24:32 2020	1603952672	27	883	910	883
Thu Oct 29 17:26:10 2020	1603952770	21	976	997	976
Thu Oct 29 17:25:43 2020	1603952743	407	739	1145	739
Thu Oct 29 17:24:30 2020	1603952670	26	1866	1892	1865
Thu Oct 29 17:24:29 2020	1603952669	35	2174	2209	2174
Thu Oct 29 17:24:29 2020	1603952669	40	2228	2267	2227
Thu Oct 29 17:24:25 2020	1603952665	22	4073	4095	4073
Thu Oct 29 17:24:29 2020	1603952669	40	4227	4266	4226
