starttime	seconds	ctime	dtime	ttime	wait
Thu Oct 29 13:42:13 2020	1603939333	25	741	766	741
Thu Oct 29 13:42:49 2020	1603939369	22	745	766	745
Thu Oct 29 13:41:56 2020	1603939316	20	746	766	746
Thu Oct 29 13:42:29 2020	1603939349	23	743	766	743
Thu Oct 29 13:42:25 2020	1603939345	29	737	767	737
Thu Oct 29 13:42:50 2020	1603939370	22	745	767	745
Thu Oct 29 13:42:54 2020	1603939374	23	744	767	744
Thu Oct 29 13:42:21 2020	1603939341	24	743	767	743
Thu Oct 29 13:43:19 2020	1603939399	24	743	767	743
Thu Oct 29 13:43:15 2020	1603939395	25	742	767	742
Thu Oct 29 13:42:30 2020	1603939350	25	743	767	743
Thu Oct 29 13:42:25 2020	1603939345	24	744	768	743
Thu Oct 29 13:42:11 2020	1603939331	27	740	768	740
Thu Oct 29 13:42:16 2020	1603939336	24	744	768	744
Thu Oct 29 13:41:55 2020	1603939315	21	747	768	747
Thu Oct 29 13:42:06 2020	1603939326	24	744	768	744
Thu Oct 29 13:41:52 2020	1603939312	22	746	768	746
Thu Oct 29 13:41:55 2020	1603939315	21	747	769	747
Thu Oct 29 13:42:47 2020	1603939367	22	747	769	747
Thu Oct 29 13:42:17 2020	1603939337	26	743	769	743
Thu Oct 29 13:42:17 2020	1603939337	20	749	769	749
Thu Oct 29 13:42:05 2020	1603939325	25	745	769	745
Thu Oct 29 13:41:56 2020	1603939316	22	748	770	747
Thu Oct 29 13:41:49 2020	1603939309	21	749	770	748
Thu Oct 29 13:43:01 2020	1603939381	33	737	770	737
Thu Oct 29 13:41:56 2020	1603939316	25	746	770	746
Thu Oct 29 13:42:55 2020	1603939375	23	748	770	748
Thu Oct 29 13:41:50 2020	1603939310	26	745	771	745
Thu Oct 29 13:41:58 2020	1603939318	28	743	771	743
Thu Oct 29 13:41:49 2020	1603939309	24	747	771	747
Thu Oct 29 13:42:01 2020	1603939321	24	748	772	748
Thu Oct 29 13:43:11 2020	1603939391	36	736	772	736
Thu Oct 29 13:41:55 2020	1603939315	26	747	772	746
Thu Oct 29 13:42:59 2020	1603939379	24	749	773	749
Thu Oct 29 13:41:49 2020	1603939309	27	746	773	746
Thu Oct 29 13:43:05 2020	1603939385	21	752	773	751
Thu Oct 29 13:42:31 2020	1603939351	21	753	774	753
Thu Oct 29 13:43:04 2020	1603939384	40	735	775	735
Thu Oct 29 13:42:04 2020	1603939324	25	749	775	749
Thu Oct 29 13:41:54 2020	1603939314	25	750	775	750
Thu Oct 29 13:42:09 2020	1603939329	23	753	776	753
Thu Oct 29 13:43:09 2020	1603939389	27	749	777	749
Thu Oct 29 13:41:55 2020	1603939315	21	755	777	755
Thu Oct 29 13:42:18 2020	1603939338	22	755	777	755
Thu Oct 29 13:41:52 2020	1603939312	23	754	778	753
Thu Oct 29 13:42:00 2020	1603939320	24	754	779	754
Thu Oct 29 13:42:11 2020	1603939331	37	742	779	742
Thu Oct 29 13:42:14 2020	1603939334	25	755	780	755
Thu Oct 29 13:42:40 2020	1603939360	23	757	780	757
Thu Oct 29 13:42:43 2020	1603939363	29	752	780	752
Thu Oct 29 13:42:48 2020	1603939368	20	761	781	760
Thu Oct 29 13:41:54 2020	1603939314	20	761	782	761
Thu Oct 29 13:41:49 2020	1603939309	21	761	782	761
Thu Oct 29 13:42:09 2020	1603939329	24	758	782	758
Thu Oct 29 13:42:51 2020	1603939371	26	757	783	757
Thu Oct 29 13:42:27 2020	1603939347	24	759	783	759
Thu Oct 29 13:42:04 2020	1603939324	21	763	784	763
Thu Oct 29 13:41:53 2020	1603939313	29	755	784	755
Thu Oct 29 13:42:10 2020	1603939330	22	763	785	763
Thu Oct 29 13:42:32 2020	1603939352	21	765	787	765
Thu Oct 29 13:42:22 2020	1603939342	21	766	787	766
Thu Oct 29 13:41:54 2020	1603939314	24	766	790	766
Thu Oct 29 13:43:02 2020	1603939382	27	763	790	763
Thu Oct 29 13:43:07 2020	1603939387	50	742	792	742
Thu Oct 29 13:43:01 2020	1603939381	58	734	792	734
Thu Oct 29 13:42:07 2020	1603939327	21	773	794	773
Thu Oct 29 13:42:08 2020	1603939328	63	731	794	731
Thu Oct 29 13:41:57 2020	1603939317	21	773	795	773
Thu Oct 29 13:42:07 2020	1603939327	45	750	795	750
Thu Oct 29 13:41:56 2020	1603939316	21	775	796	775
Thu Oct 29 13:42:07 2020	1603939327	24	772	796	771
Thu Oct 29 13:41:56 2020	1603939316	24	772	797	772
Thu Oct 29 13:41:51 2020	1603939311	20	777	797	777
Thu Oct 29 13:41:51 2020	1603939311	23	775	798	775
Thu Oct 29 13:43:05 2020	1603939385	48	752	800	752
Thu Oct 29 13:42:03 2020	1603939323	24	776	800	776
Thu Oct 29 13:42:01 2020	1603939321	24	777	801	777
Thu Oct 29 13:42:05 2020	1603939325	21	781	802	781
Thu Oct 29 13:42:01 2020	1603939321	51	754	805	754
Thu Oct 29 13:41:54 2020	1603939314	25	782	806	782
Thu Oct 29 13:42:05 2020	1603939325	21	786	807	786
Thu Oct 29 13:42:23 2020	1603939343	21	787	808	787
Thu Oct 29 13:41:58 2020	1603939318	21	790	811	790
Thu Oct 29 13:42:46 2020	1603939366	22	796	819	796
Thu Oct 29 13:42:29 2020	1603939349	20	804	824	804
Thu Oct 29 13:43:04 2020	1603939384	39	787	826	786
Thu Oct 29 13:41:55 2020	1603939315	22	815	837	815
Thu Oct 29 13:42:04 2020	1603939324	89	756	845	756
Thu Oct 29 13:42:02 2020	1603939322	97	752	849	751
Thu Oct 29 13:42:02 2020	1603939322	131	734	865	734
Thu Oct 29 13:41:52 2020	1603939312	24	842	866	842
Thu Oct 29 13:42:14 2020	1603939334	23	866	889	866
Thu Oct 29 13:42:05 2020	1603939325	32	857	889	857
Thu Oct 29 13:42:49 2020	1603939369	24	871	895	871
Thu Oct 29 13:41:49 2020	1603939309	26	886	912	886
Thu Oct 29 13:41:56 2020	1603939316	20	941	961	941
Thu Oct 29 13:41:57 2020	1603939317	24	953	977	953
Thu Oct 29 13:43:02 2020	1603939382	47	966	1012	965
Thu Oct 29 13:41:51 2020	1603939311	24	1064	1088	1064
Thu Oct 29 13:41:50 2020	1603939310	27	1219	1247	1219
Thu Oct 29 13:41:49 2020	1603939309	23	2638	2661	2638
Thu Oct 29 13:41:49 2020	1603939309	22	2685	2707	2685
Thu Oct 29 13:41:43 2020	1603939303	30	5656	5685	5655
